gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Female,22,Yes,4,3,2,1,5,6,7,No,locking period_err,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Male,30,Yes,3,2,7,4,5,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Public Provident Fund,Unknown,Unknown,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,20,Yes,2,1,3,7,6,4,5,Yes,Returns,Income,Wealth Creation,1-3 years,Daily,20%-30%,Equity,Retirement Plan,Dividend,Fund Diversification,Unknown,High Interest Rates,Internet,FALSE
Female,22,No,7,5,4,6,3,1,2,No,Risk,Unknown,Wealth Creation,More than 5 years,Monthly,10%-20%,fixed deposits_err,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Male,33,Yes,2,4,7,5,1,3,6,Yes,Unknown,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,32,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,Savings for Future,More than 5 years,Weekly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Female,32.2,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,1-3 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Unknown,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Female,26,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,FALSE
Male,37,Yes,38.91517435,12.27736043,6.6,5,3,1,6,Yes,Returns,Growth,Savings for Future,more than 5 years_err,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,safe investment_err,Fixed Returns,Television,FALSE
Female,28,Yes,2,3,7,5,4,1,6,Yes,Returns,capital appreciation_err,Wealth Creation,3-5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,24,Yes,2,3.6,33.77904611,5,45.92673072,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,33,Yes,1,2,5,3,7,6,4,Unknown,Returns,Capital Appreciation,wealth creation_err,More than 5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Unknown,FALSE
Female,25,No,7,5,4,6,3,1,2,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Male,26,Unknown,3,2,7,4,5,1,6,Yes,Unknown,Capital Appreciation,Wealth Creation,Unknown,Weekly,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,risk free_err,Financial Consultants,FALSE
Male,30,Yes,38.91517435,3,7,69.93907057,5,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Unknown,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Unknown,Unknown,Fixed Returns,Newspapers and Magazines,FALSE
Male,29,Unknown,2,3,7,6,4,1,5,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Female,37,Yes,2,4,7,5,3,1,62.4683885,Yes,Risk,Growth,Savings for Future,Unknown,Monthly,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,24,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Public Provident Fund,Health Care,capital appreciation_err,Fund Diversification,Assured Returns,Fixed Returns,Unknown,FALSE
Female,37,Yes,1,2,5,3,7,6,4,Unknown,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Fixed Returns,Newspapers and Magazines,FALSE
Female,22,No,1,2,3,4,5,12.98575403,7,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Unknown,20%-30%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,27,Yes,2,4,7,5,1,3,6,Yes,Returns,Unknown,Wealth Creation,1-3 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,27,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,34,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,Unknown,Equity,Retirement Plan,Capital Appreciation,better returns_err,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,33,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,26,Yes,3,2,7,4,5,1,6,Yes,Returns,capital appreciation_err,Unknown,Unknown,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,25,Unknown,2,3,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Unknown,10%-20%,Unknown,Retirement Plan,Unknown,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,27,Yes,4,5,1,2,7,3,6,No,Returns,Growth,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Education,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Television,FALSE
Male,25,Yes,3,4,6,5,1,2,7,Yes,Unknown,Unknown,Wealth Creation,3-5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Unknown,Fixed Returns,Financial Consultants,FALSE
Female,30,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,Unknown,1-3 years,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Television,FALSE
Male,29,Yes,2,3,6,5,1,4.2,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Male,33,Yes,1,4,6,5,3,2,7,Yes,Unknown,Growth,Wealth Creation,Less than 1 year,Monthly,30%-40%,mutual fund_err,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,financial consultants_err,FALSE
Male,33,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Unknown,1-3 years,Daily,30%-40%,Public Provident Fund,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,31,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Unknown,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Unknown,30,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Health Care,Unknown,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Female,25,Yes,2,4,5,6,3,1,7,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,23,Yes,2,3.2,7,5,4,1,6,Yes,Returns,Capital Appreciation,Unknown,More than 5 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,23,Yes,4,3,2,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,equity_err,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Female,25,Unknown,2,4,5,6,3,1,7,Unknown,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Health Care,Unknown,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Unknown,22,No,2,1,3,6,4,5,7,No,Returns,Income,Unknown,3-5 years,Unknown,Unknown,Public Provident Fund,Retirement Plan,Unknown,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,20,Yes,2,1,3,7,6,4,5,Unknown,Returns,Income,Wealth Creation,1-3 years_err,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,FALSE
Male,32,Yes,1,4,6,5,45.92673072,2,7,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,nan_err,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,25,No,7,5,33.77904611,6,3,1,2,No,Risk,Capital Appreciation,Unknown,More than 5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Male,27,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,Wealth Creation,Unknown,weekly_err,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,22,No,1,2,3,4,5,6,7,No,Returns,Unknown,Unknown,3-5 years,Unknown,10%-20%,Public Provident Fund,Education,Unknown,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,28,Yes,2,4,7,5,10.38534614,3,6,Yes,Returns,Capital Appreciation,Unknown,1-3 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,29,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,20%-30%,Public Provident Fund,Unknown,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,33,Yes,2,4,7,5,3,1,6,Unknown,Risk,Growth,Wealth Creation,More than 5 years,Weekly,20%-30%,Mutual Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Male,23,Yes,3,4,33.77904611,5,1,2,7,Yes,risk_err,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,30,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,daily_err,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,30,Yes,2,3,7,4,5,1,6,Yes,Returns,capital appreciation_err,Wealth Creation,More than 5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,assured returns_err,Unknown,Newspapers and Magazines,FALSE
Male,32,Yes,1,4,6,5,3,2,7,Yes,Risk,Unknown,Wealth Creation,Less than 1 year,Weekly,Unknown,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,26,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Male,28,Yes,2,4,33.77904611,5,3,1,62.4683885,Yes,Returns,Growth,Unknown,3-5 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,financial consultants_err,FALSE
Male,24,Yes,2,3,7,69.93907057,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Unknown,Risk Free,Newspapers and Magazines,FALSE
Male,25,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Equity,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,24,Yes,3,46.38680213,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Unknown,28,Yes,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,weekly_err,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
male_err,31,Unknown,2,3,7,69.93907057,4,1,5,Yes,Risk,Growth,Savings for Future,Less than 1 year,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,23,Yes,2,4,6,5,3,1,7,Yes,Risk,Growth,Savings for Future,1-3 years,Weekly,30%-40%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,28,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Unknown,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
female_err,27,Unknown,2,3,7,5,4,1,6,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Weekly,Unknown,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,32,Yes,3,2,7,4,5,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,30,Yes,2,4,7,5,1,3,6,Yes,returns_err,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Public Provident Fund,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Unknown,21,Yes,4,3,2,1,5,6,62.4683885,No,Locking Period,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Unknown,28,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Fixed Deposits,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,24.2,Yes,2,4,5,6,3,1,7,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,34,Yes,1,46.38680213,7,4,5,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Unknown,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Male,25,Yes,3,2,7,4,5,1,6,Yes,returns_err,capital appreciation_err,Wealth Creation,3-5 years,Monthly,10%-20%_err,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,27,Yes,2,4,5,6,3,12.98575403,7,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,Unknown,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,28,Yes,3,4,33.77904611,5,1,2,7,Yes,Returns,Capital Appreciation,Unknown,Unknown,Weekly,30%-40%,mutual fund_err,Retirement Plan,Dividend,Fund Diversification,Unknown,Fixed Returns,Financial Consultants,FALSE
Female,19,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,Unknown,Weekly,20%-30%,Equity,Education,Unknown,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,26,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,Unknown,Equity,Health Care,capital appreciation_err,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,25,No,2,1,3,6,12.38534614,5,7,No,Returns,Income,Wealth Creation,Less than 1 year,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Female,34,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,22,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Weekly,20%-30%,Equity,Unknown,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,24,Yes,3,4,6,5,1,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Unknown,Fixed Returns,Unknown,FALSE
Female,26,Yes,2,3,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,25,Yes,2,4,6.4,5,3,1,7,Yes,Risk,growth_err,Savings for Future,1-3 years,Monthly,30%-40%,Equity,Health Care,Liquidity,Better Returns,Unknown,Risk Free,Financial Consultants,FALSE
Male,32,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
female_err,34,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,More than 5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,28,Yes,2,3,6,5,4,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Equity,Health Care,Unknown,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Male,31,Yes,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Financial Consultants,FALSE
Male,34,Unknown,2,3,7,6,12.78534614,1,5,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,32,Yes,2,11.67736043,33.77904611,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Female,26,Yes,3,2,7,5,4,1,6,Yes,risk_err,Growth,Wealth Creation,more than 5 years_err,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Male,26,Yes,4,3,5,7,2,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Mutual Fund,Unknown,Dividend,Better Returns,safe investment_err,Fixed Returns,Financial Consultants,FALSE
Male,31.6,Yes,2,46.38680213,7,5,3,1,6,Yes,Returns,Growth,Wealth Creation,Unknown,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Unknown,Unknown,Fixed Returns,Financial Consultants,FALSE
Male,30,Yes,3,46.38680213,6,5,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,24,Yes,38.91517435,4,6.2,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,34,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Savings for Future,Less than 1 year,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Financial Consultants,FALSE
Male,28,Yes,2,3,6,4,1,5,7,Yes,Returns,Capital Appreciation,Returns,3-5 years,Weekly,20%-30%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,FALSE
Male,29.4,Yes,1,3,7,4,5,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,monthly_err,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Unknown,23,No,7,5,4,6,3,1,2,No,Risk,Capital Appreciation,Wealth Creation,Unknown,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Unknown,FALSE
Unknown,32,Yes,1,4,6,5,3,2,7,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,fixed returns_err,Financial Consultants,FALSE
Male,31,Yes,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,29,Yes,3,4,33.77904611,5,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,28,Yes,3,4,6,5,45.92673072,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,28,Yes,2,4,7,5,45.92673072,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,weekly_err,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,27,No,7,5,4,6,3,1,2,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Unknown,Safe Investment,Risk Free,Internet,FALSE
Female,25.4,Yes,1.4,2,5,3,45.92673072,6,62.4683885,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Female,27,No,7,46.38680213,4,6,3,1,2,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Unknown,FALSE
Male,24,Yes,2,4,6,5.2,3,1,7,Yes,Risk,Growth,Savings for Future,1-3 years,Unknown,30%-40%,Unknown,Health Care,Liquidity,Better Returns,Unknown,Risk Free,Financial Consultants,FALSE
Female,23,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,monthly_err,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,24,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Public Provident Fund,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,31,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,23,Yes,2,3,7,4,6,1,5,Yes,Risk,Unknown,wealth creation_err,Less than 1 year,Weekly,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Newspapers and Magazines,FALSE
Male,23,Yes,2,4,6,5,3,1,7,Unknown,Risk,Growth,savings for future_err,Less than 1 year,Weekly,30%-40%,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,24.6,Yes,5,4,7,6,1,2,3,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,Unknown,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Unknown,Fixed Returns,Financial Consultants,FALSE
Male,25,Yes,2,3,6,5,4,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years_err,Monthly,30%-40%,Equity,Health Care,Unknown,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Male,30,Yes,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Fixed Deposits,Retirement Plan,Unknown,fund diversification_err,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Unknown,26,Yes,5,4,7,6,1,2,3,Yes,Risk,Growth,Savings for Future,Less than 1 year,Daily,Unknown,Equity,Unknown,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Unknown,32,Yes,2,4,7,69.93907057,3,1,62.4683885,Yes,Risk,Unknown,Savings for Future,3-5 years,Monthly,Unknown,Public Provident Fund,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,27,Yes,38.91517435,5,7,6,3,1,4.2,Yes,Unknown,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,28,yes_err,2,4,7,5,3,1,6,Yes,Risk,Growth,Wealth Creation,3-5 years,Weekly,Unknown,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,29,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,FALSE
