Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age Group,Experience Band
35.0,Male,Bachelor's,Front End Developer,10.0,128999.0,35-44,10-14 yrs
44.0,Female,Phd,Software Engineer Manager,18.0,162454.0,35-44,15-19 yrs
32.0,Male,Master's,Senior Project Engineer,8.0,122354.0,25-34,5-9 yrs
54.0,Male,Bachelor's,Full Stack Engineer,25.0,179756.0,45-54,20+ yrs
26.0,Female,Master's,Front End Developer,3.0,73218.0,25-34,2-4 yrs
48.0,Female,Master's,Senior Software Engineer,24.0,184480.0,45-54,20+ yrs
38.0,Male,Bachelor's,Back End Developer,12.0,132442.0,35-44,10-14 yrs
30.0,Female,Master's,Full Stack Engineer,5.0,102828.0,25-34,5-9 yrs
40.0,Male,Master's,Software Engineer Manager,16.0,150301.0,35-44,15-19 yrs
45.0,Female,Bachelor's,Senior Project Engineer,22.0,171468.0,45-54,20+ yrs
36.0,Male,Master's,Full Stack Engineer,13.0,147326.0,35-44,10-14 yrs
52.0,Male,Phd,Software Engineer Manager,26.0,185982.0,45-54,20+ yrs
31.0,Female,Bachelor's,Senior Software Engineer,7.0,108267.0,25-34,5-9 yrs
26.0,Male,Master's,Full Stack Engineer,4.0,91397.0,25-34,2-4 yrs
30.0,Female,Master's,Senior Project Engineer,5.0,100867.0,25-34,5-9 yrs
24.0,Male,Bachelor's,Back End Developer,2.0,64182.0,18-24,2-4 yrs
45.0,Male,Master's,Senior Software Engineer,22.0,182506.0,45-54,20+ yrs
33.0,Female,Master's,Full Stack Engineer,9.0,136986.0,25-34,5-9 yrs
38.0,Male,Bachelor's,Front End Developer,11.0,136662.0,35-44,10-14 yrs
54.0,Female,Phd,Software Engineer Manager,32.0,191510.0,45-54,20+ yrs
42.0,Male,Master's,Full Stack Engineer,19.0,177347.0,35-44,15-19 yrs
28.0,Female,Bachelor's,Senior Project Engineer,3.0,70397.0,25-34,2-4 yrs
34.0,Male,Master's,Software Engineer Manager,9.0,146075.0,25-34,5-9 yrs
46.0,Female,Bachelor's,Back End Developer,18.0,155795.0,45-54,15-19 yrs
35.0,Male,Master's,Full Stack Engineer,9.0,132638.0,35-44,5-9 yrs
49.0,Female,Phd,Software Engineer Manager,22.0,178684.0,45-54,20+ yrs
32.0,Male,Bachelor's,Senior Software Engineer,7.0,106218.0,25-34,5-9 yrs
54.0,Male,Master's,Full Stack Engineer,28.0,191239.0,45-54,20+ yrs
26.0,Female,Master's,Front End Developer,2.0,65840.0,25-34,2-4 yrs
23.0,Male,Phd,Software Engineer Manager,0.0,52779.0,18-24,0-1 yrs
48.0,Female,Master's,Senior Software Engineer,23.0,185038.0,45-54,20+ yrs
38.0,Male,Bachelor's,Back End Developer,14.0,136449.0,35-44,10-14 yrs
30.0,Female,Master's,Full Stack Engineer,6.0,110707.0,25-34,5-9 yrs
40.0,Male,Master's,Software Engineer Manager,17.0,151670.0,35-44,15-19 yrs
45.0,Female,Bachelor's,Senior Project Engineer,21.0,167015.0,45-54,20+ yrs
36.0,Male,Master's,Full Stack Engineer,13.0,146508.0,35-44,10-14 yrs
52.0,Male,Phd,Software Engineer Manager,27.0,190596.0,45-54,20+ yrs
31.0,Female,Bachelor's,Senior Software Engineer,6.0,104378.0,25-34,5-9 yrs
26.0,Male,Master's,Full Stack Engineer,3.0,70216.0,25-34,2-4 yrs
30.0,Female,Master's,Senior Project Engineer,5.0,101733.0,25-34,5-9 yrs
24.0,Male,Bachelor's,Back End Developer,1.0,55935.0,18-24,0-1 yrs
45.0,Male,Master's,Senior Software Engineer,21.0,180367.0,45-54,20+ yrs
33.0,Female,Master's,Full Stack Engineer,9.0,135596.0,25-34,5-9 yrs
38.0,Male,Bachelor's,Front End Developer,11.0,136062.0,35-44,10-14 yrs
54.0,Female,Phd,Software Engineer Manager,32.0,191267.0,45-54,20+ yrs
26.0,Male,Master's,Full Stack Engineer,3.0,91397.0,25-34,2-4 yrs
28.0,Female,Bachelor's,Senior Project Engineer,4.0,82944.0,25-34,2-4 yrs
48.0,Male,Phd,Software Engineer Manager,23.0,188288.0,45-54,20+ yrs
36.0,Female,Master's,Senior Software Engineer,14.0,141090.0,35-44,10-14 yrs
43.0,Male,Bachelor's,Full Stack Engineer,19.0,152726.0,35-44,15-19 yrs
33.0,Female,Master's,Back End Developer,9.0,124141.0,25-34,5-9 yrs
26.0,Male,Bachelor's,Front End Developer,3.0,67556.0,25-34,2-4 yrs
50.0,Female,Master's,Senior Project Engineer,22.0,182768.0,45-54,20+ yrs
41.0,Male,Phd,Software Engineer Manager,15.0,148727.0,35-44,15-19 yrs
29.0,Female,Bachelor's,Full Stack Engineer,6.0,91903.0,25-34,5-9 yrs
38.0,Male,Master's,Senior Software Engineer,14.0,147708.0,35-44,10-14 yrs
48.0,Female,Bachelor's,Senior Project Engineer,21.0,163209.0,45-54,20+ yrs
31.0,Male,Master's,Full Stack Engineer,8.0,120288.0,25-34,5-9 yrs
45.0,Male,Phd,Software Engineer Manager,21.0,170226.0,45-54,20+ yrs
35.0,Female,Master's,Senior Software Engineer,11.0,134979.0,35-44,10-14 yrs
42.0,Male,Bachelor's,Back End Developer,16.0,137489.0,35-44,15-19 yrs
27.0,Female,Master's,Full Stack Engineer,4.0,83577.0,25-34,2-4 yrs
33.0,Male,Bachelor's,Front End Developer,9.0,117904.0,25-34,5-9 yrs
36.0,Female,Master's,Senior Project Engineer,11.0,134482.0,35-44,10-14 yrs
54.0,Male,Phd,Software Engineer Manager,30.0,184660.0,45-54,20+ yrs
30.0,Female,Bachelor's,Senior Software Engineer,5.0,100151.0,25-34,5-9 yrs
26.0,Male,Master's,Full Stack Engineer,3.0,88678.0,25-34,2-4 yrs
45.0,Female,Phd,Senior Project Engineer,21.0,181285.0,45-54,20+ yrs
38.0,Male,Master's,Software Engineer Manager,16.0,154990.0,35-44,15-19 yrs
31.0,Female,Bachelor's,Full Stack Engineer,7.0,108204.0,25-34,5-9 yrs
42.0,Male,Master's,Senior Software Engineer,19.0,175684.0,35-44,15-19 yrs
28.0,Female,Bachelor's,Back End Developer,5.0,77766.0,25-34,5-9 yrs
48.0,Male,Phd,Software Engineer Manager,24.0,192211.0,45-54,20+ yrs
36.0,Female,Master's,Full Stack Engineer,13.0,144647.0,35-44,10-14 yrs
43.0,Male,Bachelor's,Senior Project Engineer,20.0,162231.0,35-44,20+ yrs
33.0,Female,Master's,Front End Developer,9.0,121120.0,25-34,5-9 yrs
26.0,Male,Bachelor's,Full Stack Engineer,4.0,79652.0,25-34,2-4 yrs
50.0,Female,Master's,Senior Software Engineer,21.0,177002.0,45-54,20+ yrs
27.0,Male,Master's,Back End Developer,5.0,87584.0,25-34,5-9 yrs
38.0,Female,Bachelor's,Senior Project Engineer,13.0,131860.0,35-44,10-14 yrs
54.0,Male,Phd,Software Engineer Manager,28.0,182013.0,45-54,20+ yrs
31.0,Female,Master's,Full Stack Engineer,7.0,108799.0,25-34,5-9 yrs
36.0,Male,Bachelor's,Senior Software Engineer,13.0,135378.0,35-44,10-14 yrs
45.0,Female,Master's,Software Engineer Manager,22.0,183530.0,45-54,20+ yrs
42.0,Male,Bachelor's,Back End Developer,18.0,150901.0,35-44,15-19 yrs
28.0,Female,Master's,Full Stack Engineer,4.0,82697.0,25-34,2-4 yrs
48.0,Male,Phd,Senior Software Engineer,26.0,194638.0,45-54,20+ yrs
36.0,Female,Master's,Senior Project Engineer,12.0,130356.0,35-44,10-14 yrs
43.0,Male,Bachelor's,Full Stack Engineer,18.0,152560.0,35-44,15-19 yrs
33.0,Female,Master's,Front End Developer,9.0,121432.0,25-34,5-9 yrs
26.0,Male,Bachelor's,Back End Developer,2.0,63789.0,25-34,2-4 yrs
50.0,Female,Master's,Senior Software Engineer,23.0,183690.0,45-54,20+ yrs
41.0,Male,Phd,Software Engineer Manager,16.0,151310.0,35-44,15-19 yrs
29.0,Female,Bachelor's,Full Stack Engineer,6.0,100358.0,25-34,5-9 yrs
38.0,Male,Master's,Senior Software Engineer,15.0,148437.0,35-44,15-19 yrs
48.0,Female,Bachelor's,Senior Project Engineer,22.0,168691.0,45-54,20+ yrs
31.0,Male,Master's,Full Stack Engineer,8.0,115000.0,25-34,5-9 yrs
28.0,Male,Bachelor's,Software Developer,1.0,50000.0,25-34,0-1 yrs
32.0,Female,Master's,Product Manager,5.0,100000.0,25-34,5-9 yrs
26.0,Male,Bachelor's,Software Engineer,2.0,60000.0,25-34,2-4 yrs
33.0,Female,Master's,Data Analyst,6.0,90000.0,25-34,5-9 yrs
29.0,Male,Bachelor's,Front End Developer,3.0,70000.0,25-34,2-4 yrs
42.0,Male,Phd,Director Of Data Science,12.0,170000.0,35-44,10-14 yrs
36.0,Female,Master's,Data Scientist,8.0,130000.0,35-44,5-9 yrs
27.0,Male,Bachelor's,Software Developer,1.0,50000.0,25-34,0-1 yrs
34.0,Female,Master's,Product Manager,7.0,120000.0,25-34,5-9 yrs
29.0,Male,Bachelor's,Software Engineer,4.0,80000.0,25-34,2-4 yrs
41.0,Female,Phd,Senior Data Scientist,16.0,200000.0,35-44,15-19 yrs
36.0,Male,Phd,Director Of Data Science,12.0,170000.0,35-44,10-14 yrs
30.0,Female,Bachelor's,Software Engineer,4.0,80000.0,25-34,2-4 yrs
28.0,Male,Master's,Web Developer,5.0,80000.0,25-34,5-9 yrs
30.0,Female,Bachelor's,Junior Hr Coordinator,4.0,60000.0,25-34,2-4 yrs
25.0,Male,Bachelor's,Junior Web Developer,2.0,50000.0,25-34,2-4 yrs
45.0,Female,Master's,Senior Human Resources Manager,18.0,160000.0,45-54,15-19 yrs
33.0,Male,Phd,Director Of Hr,9.0,120000.0,25-34,5-9 yrs
22.0,Female,High School,Junior Hr Generalist,0.0,40000.0,18-24,0-1 yrs
36.0,Male,Bachelor's,Web Developer,10.0,100000.0,35-44,10-14 yrs
29.0,Female,Master's,Senior Hr Generalist,4.0,75000.0,25-34,2-4 yrs
42.0,Male,Phd,Director Of Hr,16.0,140000.0,35-44,15-19 yrs
27.0,Female,Bachelor's,Junior Hr Coordinator,2.0,50000.0,25-34,2-4 yrs
38.0,Male,Master's,Senior Human Resources Manager,11.0,110000.0,35-44,10-14 yrs
24.0,Female,Bachelor's,Web Developer,1.0,45000.0,18-24,0-1 yrs
31.0,Male,High School,Junior Web Developer,4.0,55000.0,25-34,2-4 yrs
39.0,Female,Phd,Director Of Hr,13.0,130000.0,35-44,10-14 yrs
26.0,Male,Bachelor's,Junior Hr Generalist,2.0,50000.0,25-34,2-4 yrs
32.0,Female,Master's,Senior Hr Generalist,7.0,80000.0,25-34,5-9 yrs
32.0,Male,Bachelor's,Junior Web Developer,2.0,45000.0,25-34,2-4 yrs
24.0,Female,High School,Junior Hr Generalist,1.0,32000.0,18-24,0-1 yrs
45.0,Male,Phd,Senior Human Resources Manager,12.0,120000.0,45-54,10-14 yrs
29.0,Female,Master's,Web Developer,4.0,65000.0,25-34,2-4 yrs
38.0,Male,Bachelor's,Senior Hr Generalist,8.0,95000.0,35-44,5-9 yrs
27.0,Female,Master's,Director Of Hr,5.0,80000.0,25-34,5-9 yrs
31.0,Female,High School,Junior Hr Coordinator,3.0,38000.0,25-34,2-4 yrs
42.0,Male,Master's,Web Developer,10.0,110000.0,35-44,10-14 yrs
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,25-34,2-4 yrs
36.0,Male,Master's,Senior Hr Generalist,7.0,89000.0,35-44,5-9 yrs
28.0,Male,High School,Junior Hr Generalist,1.0,32000.0,25-34,0-1 yrs
33.0,Female,Bachelor's,Web Developer,5.0,70000.0,25-34,5-9 yrs
46.0,Male,Phd,Director Of Hr,15.0,150000.0,45-54,15-19 yrs
25.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,25-34,0-1 yrs
37.0,Female,Master's,Senior Human Resources Manager,9.0,105000.0,35-44,5-9 yrs
30.0,Male,Master's,Web Developer,4.0,65000.0,25-34,2-4 yrs
43.0,Female,Phd,Director Of Hr,14.0,140000.0,35-44,10-14 yrs
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,25-34,2-4 yrs
26.0,Female,High School,Junior Hr Generalist,2.0,35000.0,25-34,2-4 yrs
41.0,Male,Master's,Senior Hr Generalist,11.0,115000.0,35-44,10-14 yrs
29.0,Female,Master's,Web Developer,5.0,70000.0,25-34,5-9 yrs
35.0,Male,Bachelor's,Web Developer,6.0,80000.0,35-44,5-9 yrs
27.0,Female,High School,Junior Hr Coordinator,1.0,30000.0,25-34,0-1 yrs
40.0,Male,Phd,Director Of Hr,13.0,135000.0,35-44,10-14 yrs
23.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,18-24,0-1 yrs
39.0,Male,Master's,Senior Hr Generalist,10.0,105000.0,35-44,10-14 yrs
31.0,Male,High School,Junior Hr Generalist,2.0,35000.0,25-34,2-4 yrs
44.0,Female,Phd,Senior Human Resources Manager,12.0,120000.0,35-44,10-14 yrs
28.0,Male,Master's,Web Developer,3.0,55000.0,25-34,2-4 yrs
32.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,25-34,2-4 yrs
45.0,Male,Master's,Director Of Hr,14.0,140000.0,45-54,10-14 yrs
26.0,Female,Bachelor's,Web Developer,3.0,55000.0,25-34,2-4 yrs
38.0,Male,Phd,Senior Human Resources Manager,11.0,115000.0,35-44,10-14 yrs
27.0,Female,Master's,Senior Hr Generalist,4.0,70000.0,25-34,2-4 yrs
33.0,Male,High School,Junior Hr Coordinator,3.0,38000.0,25-34,2-4 yrs
42.0,Female,Master's,Director Of Hr,13.0,135000.0,35-44,10-14 yrs
29.0,Male,Bachelor's,Junior Web Developer,2.0,45000.0,25-34,2-4 yrs
36.0,Female,Master's,Web Developer,7.0,85000.0,35-44,5-9 yrs
30.0,Male,High School,Junior Hr Generalist,1.0,32000.0,25-34,0-1 yrs
43.0,Female,Phd,Senior Human Resources Manager,15.0,150000.0,35-44,15-19 yrs
34.0,Male,Bachelor's,Web Developer,4.0,65000.0,25-34,2-4 yrs
25.0,Female,Master's,Junior Hr Generalist,1.0,32000.0,25-34,0-1 yrs
37.0,Male,Phd,Director Of Hr,12.0,120000.0,35-44,10-14 yrs
24.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,18-24,0-1 yrs
39.0,Male,Master's,Senior Hr Generalist,9.0,95000.0,35-44,5-9 yrs
44.0,Female,Phd,Director Of Hr,14.0,140000.0,35-44,10-14 yrs
28.0,Male,Bachelor's,Web Developer,3.0,55000.0,25-34,2-4 yrs
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,25-34,5-9 yrs
45.0,Male,Phd,Director Of Hr,13.0,135000.0,45-54,10-14 yrs
38.0,Male,Master's,Senior Hr Generalist,8.0,95000.0,35-44,5-9 yrs
27.0,Female,High School,Junior Hr Generalist,1.0,32000.0,25-34,0-1 yrs
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,25-34,5-9 yrs
42.0,Female,Master's,Director Of Hr,12.0,120000.0,35-44,10-14 yrs
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,25-34,2-4 yrs
30.0,Male,High School,Junior Hr Coordinator,2.0,33000.0,25-34,2-4 yrs
37.0,Male,Phd,Director Of Hr,11.0,115000.0,35-44,10-14 yrs
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,18-24,0-1 yrs
44.0,Female,Phd,Director Of Hr,13.0,135000.0,35-44,10-14 yrs
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,25-34,2-4 yrs
45.0,Male,Phd,Director Of Hr,14.0,140000.0,45-54,10-14 yrs
28.0,Male,Bachelor's,Software Engineer,3.0,60000.0,25-34,2-4 yrs
37.0,Female,Master's,Marketing Manager,9.0,100000.0,35-44,5-9 yrs
43.0,Male,Phd,Data Scientist,15.0,150000.0,35-44,15-19 yrs
31.0,Female,Bachelor's,Human Resources Coordinator,4.0,55000.0,25-34,2-4 yrs
24.0,Male,High School,Junior Sales Associate,1.0,30000.0,18-24,0-1 yrs
29.0,Female,Master's,Software Developer,5.0,70000.0,25-34,5-9 yrs
35.0,Male,Bachelor's,Operations Manager,8.0,90000.0,35-44,5-9 yrs
26.0,Female,Master's,Marketing Coordinator,2.0,40000.0,25-34,2-4 yrs
42.0,Male,Phd,Data Scientist,12.0,130000.0,35-44,10-14 yrs
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,25-34,5-9 yrs
27.0,Male,High School,Junior Sales Associate,2.0,35000.0,25-34,2-4 yrs
38.0,Female,Master's,Marketing Manager,10.0,110000.0,35-44,10-14 yrs
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,25-34,2-4 yrs
45.0,Male,Phd,Data Scientist,18.0,180000.0,45-54,15-19 yrs
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,25-34,0-1 yrs
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,35-44,10-14 yrs
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,25-34,5-9 yrs
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,25-34,0-1 yrs
44.0,Male,Phd,Data Scientist,16.0,160000.0,35-44,15-19 yrs
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,25-34,2-4 yrs
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,35-44,5-9 yrs
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,25-34,5-9 yrs
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,25-34,2-4 yrs
42.0,Male,Phd,Data Scientist,13.0,140000.0,35-44,10-14 yrs
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,25-34,2-4 yrs
39.0,Female,Master's,Marketing Manager,10.0,110000.0,35-44,10-14 yrs
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,25-34,2-4 yrs
27.0,Male,Bachelor's,Software Engineer,3.0,60000.0,25-34,2-4 yrs
38.0,Female,Master's,Marketing Manager,9.0,100000.0,35-44,5-9 yrs
44.0,Male,Phd,Data Scientist,15.0,150000.0,35-44,15-19 yrs
30.0,Female,Bachelor's,Human Resources Coordinator,4.0,55000.0,25-34,2-4 yrs
23.0,Male,High School,Junior Sales Associate,1.0,30000.0,18-24,0-1 yrs
28.0,Female,Master's,Software Developer,5.0,70000.0,25-34,5-9 yrs
34.0,Male,Bachelor's,Operations Manager,8.0,90000.0,25-34,5-9 yrs
25.0,Female,Master's,Marketing Coordinator,2.0,40000.0,25-34,2-4 yrs
41.0,Male,Phd,Data Scientist,12.0,130000.0,35-44,10-14 yrs
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,25-34,5-9 yrs
26.0,Male,High School,Junior Sales Associate,2.0,35000.0,25-34,2-4 yrs
37.0,Female,Master's,Marketing Manager,10.0,110000.0,35-44,10-14 yrs
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,25-34,2-4 yrs
46.0,Male,Phd,Data Scientist,18.0,180000.0,45-54,15-19 yrs
26.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,25-34,0-1 yrs
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,35-44,10-14 yrs
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,25-34,5-9 yrs
28.0,Female,High School,Junior Sales Associate,1.0,30000.0,25-34,0-1 yrs
43.0,Male,Phd,Data Scientist,16.0,160000.0,35-44,15-19 yrs
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,25-34,2-4 yrs
35.0,Female,Master's,Marketing Coordinator,8.0,85000.0,35-44,5-9 yrs
30.0,Male,Bachelor's,Operations Manager,5.0,70000.0,25-34,5-9 yrs
26.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,25-34,2-4 yrs
41.0,Male,Phd,Data Scientist,13.0,140000.0,35-44,10-14 yrs
24.0,Male,Bachelor's,Software Engineer,2.0,55000.0,18-24,2-4 yrs
32.0,Female,Master's,Marketing Manager,7.0,90000.0,25-34,5-9 yrs
45.0,Male,Phd,Data Scientist,16.0,160000.0,45-54,15-19 yrs
28.0,Female,Bachelor's,Human Resources Coordinator,4.0,60000.0,25-34,2-4 yrs
22.0,Male,High School,Junior Sales Associate,1.0,25000.0,18-24,0-1 yrs
36.0,Male,Bachelor's,Operations Manager,8.0,100000.0,35-44,5-9 yrs
27.0,Female,Bachelor's,Marketing Coordinator,3.0,45000.0,25-34,2-4 yrs
42.0,Male,Phd,Data Scientist,14.0,140000.0,35-44,10-14 yrs
25.0,Male,High School,Junior Sales Associate,2.0,30000.0,25-34,2-4 yrs
39.0,Female,Master's,Marketing Manager,11.0,120000.0,35-44,10-14 yrs
47.0,Male,Phd,Data Scientist,19.0,190000.0,45-54,15-19 yrs
40.0,Female,Master's,Human Resources Manager,12.0,130000.0,35-44,10-14 yrs
33.0,Male,Bachelor's,Operations Manager,7.0,85000.0,25-34,5-9 yrs
29.0,Female,High School,Junior Sales Associate,1.0,25000.0,25-34,0-1 yrs
28.0,Male,Bachelor's,Software Developer,3.0,60000.0,25-34,2-4 yrs
36.0,Female,Master's,Marketing Coordinator,9.0,100000.0,35-44,5-9 yrs
31.0,Male,Bachelor's,Operations Manager,6.0,75000.0,25-34,5-9 yrs
26.0,Male,High School,Junior Sales Associate,2.0,30000.0,25-34,2-4 yrs
31.0,Male,Bachelor's,Software Engineer,5.0,80000.0,25-34,5-9 yrs
27.0,Female,Master's,Marketing Manager,3.0,60000.0,25-34,2-4 yrs
38.0,Male,Phd,Data Scientist,12.0,130000.0,35-44,10-14 yrs
29.0,Female,Bachelor's,Human Resources Coordinator,2.0,45000.0,25-34,2-4 yrs
23.0,Male,High School,Junior Sales Associate,1.0,25000.0,18-24,0-1 yrs
32.0,Female,Master's,Software Developer,7.0,90000.0,25-34,5-9 yrs
44.0,Male,Bachelor's,Operations Manager,18.0,170000.0,35-44,15-19 yrs
26.0,Female,Bachelor's,Marketing Coordinator,2.0,40000.0,25-34,2-4 yrs
40.0,Male,Phd,Data Scientist,15.0,150000.0,35-44,15-19 yrs
33.0,Female,Bachelor's,Human Resources Manager,8.0,95000.0,25-34,5-9 yrs
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,18-24,0-1 yrs
35.0,Female,Master's,Marketing Manager,10.0,110000.0,35-44,10-14 yrs
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0,25-34,2-4 yrs
49.0,Male,Phd,Data Scientist,22.0,220000.0,45-54,20+ yrs
26.0,Female,Bachelor's,Junior Software Developer,2.0,35000.0,25-34,2-4 yrs
41.0,Female,Master's,Human Resources Manager,13.0,140000.0,35-44,10-14 yrs
36.0,Male,Bachelor's,Operations Manager,9.0,110000.0,35-44,5-9 yrs
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,25-34,0-1 yrs
29.0,Male,Bachelor's,Software Developer,5.0,80000.0,25-34,5-9 yrs
39.0,Female,Master's,Marketing Coordinator,11.0,120000.0,35-44,10-14 yrs
32.0,Male,Bachelor's,Operations Manager,6.0,90000.0,25-34,5-9 yrs
28.0,Female,Master's,Human Resources Coordinator,2.0,45000.0,25-34,2-4 yrs
34.0,Male,Bachelor's,Software Engineer,6.0,85000.0,25-34,5-9 yrs
31.0,Female,Master's,Marketing Manager,4.0,62000.0,25-34,2-4 yrs
41.0,Male,Phd,Data Scientist,13.0,138000.0,35-44,10-14 yrs
27.0,Female,Bachelor's,Human Resources Coordinator,2.0,47000.0,25-34,2-4 yrs
25.0,Male,High School,Junior Sales Associate,1.0,26000.0,25-34,0-1 yrs
33.0,Female,Master's,Software Developer,8.0,95000.0,25-34,5-9 yrs
45.0,Male,Bachelor's,Operations Manager,19.0,174000.0,45-54,15-19 yrs
28.0,Female,Bachelor's,Marketing Coordinator,2.0,41000.0,25-34,2-4 yrs
42.0,Male,Phd,Data Scientist,16.0,162000.0,35-44,15-19 yrs
34.0,Female,Bachelor's,Human Resources Manager,9.0,99000.0,25-34,5-9 yrs
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,18-24,0-1 yrs
36.0,Female,Master's,Marketing Manager,11.0,117000.0,35-44,10-14 yrs
30.0,Male,Bachelor's,Software Engineer,5.0,75000.0,25-34,5-9 yrs
50.0,Male,Phd,Data Scientist,23.0,225000.0,45-54,20+ yrs
27.0,Female,Bachelor's,Junior Software Developer,2.0,36000.0,25-34,2-4 yrs
43.0,Female,Master's,Human Resources Manager,14.0,146000.0,35-44,10-14 yrs
37.0,Male,Bachelor's,Operations Manager,10.0,113000.0,35-44,10-14 yrs
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,25-34,0-1 yrs
44.0,Male,Phd,Data Scientist,17.0,168000.0,35-44,15-19 yrs
30.0,Male,Bachelor's,Software Developer,6.0,85000.0,25-34,5-9 yrs
40.0,Female,Master's,Marketing Coordinator,12.0,122000.0,35-44,10-14 yrs
33.0,Male,Bachelor's,Operations Manager,7.0,96000.0,25-34,5-9 yrs
29.0,Female,Master's,Human Resources Coordinator,3.0,49000.0,25-34,2-4 yrs
43.0,Male,Phd,Data Scientist,16.0,162000.0,35-44,15-19 yrs
32.0,Female,Master's,Software Developer,8.0,95000.0,25-34,5-9 yrs
24.0,Male,High School,Junior Sales Associate,1.0,26000.0,18-24,0-1 yrs
31.0,Female,Master's,Marketing Manager,5.0,68000.0,25-34,5-9 yrs
39.0,Male,Bachelor's,Operations Manager,13.0,127000.0,35-44,10-14 yrs
25.0,Female,Bachelor's,Human Resources Coordinator,2.0,47000.0,25-34,2-4 yrs
41.0,Male,Phd,Data Scientist,15.0,155000.0,35-44,15-19 yrs
35.0,Female,Bachelor's,Human Resources Manager,8.0,92000.0,35-44,5-9 yrs
26.0,Male,High School,Junior Sales Associate,1.0,26000.0,25-34,0-1 yrs
37.0,Female,Master's,Marketing Manager,12.0,125000.0,35-44,10-14 yrs
29.0,Male,Bachelor's,Software Engineer,4.0,71000.0,25-34,2-4 yrs
51.0,Male,Phd,Data Scientist,24.0,240000.0,45-54,20+ yrs
28.0,Female,Bachelor's,Junior Software Developer,2.0,36000.0,25-34,2-4 yrs
44.0,Female,Master's,Human Resources Manager,15.0,152000.0,35-44,15-19 yrs
38.0,Male,Bachelor's,Operations Manager,11.0,119000.0,35-44,10-14 yrs
30.0,Female,High School,Junior Sales Associate,1.0,26000.0,25-34,0-1 yrs
45.0,Male,Phd,Data Scientist,19.0,190000.0,45-54,15-19 yrs
31.0,Male,Bachelor's,Software Developer,6.0,85000.0,25-34,5-9 yrs
41.0,Female,Master's,Marketing Coordinator,13.0,131000.0,35-44,10-14 yrs
34.0,Male,Bachelor's,Operations Manager,8.0,101000.0,25-34,5-9 yrs
30.0,Female,Master's,Human Resources Coordinator,3.0,49000.0,25-34,2-4 yrs
44.0,Male,Phd,Data Scientist,18.0,182000.0,35-44,15-19 yrs
27.0,Male,Bachelor's,Software Developer,3.0,62000.0,25-34,2-4 yrs
42.0,Female,Master's,Marketing Manager,16.0,137000.0,35-44,15-19 yrs
35.0,Male,Phd,Data Scientist,9.0,112000.0,35-44,5-9 yrs
33.0,Male,High School,Junior Sales Associate,1.0,25000.0,25-34,0-1 yrs
36.0,Female,Bachelor's,Operations Manager,7.0,91000.0,35-44,5-9 yrs
43.0,Male,Phd,Data Scientist,17.0,179000.0,35-44,15-19 yrs
31.0,Female,Bachelor's,Software Engineer,5.0,74000.0,25-34,5-9 yrs
49.0,Male,Master's,Marketing Manager,23.0,228000.0,45-54,20+ yrs
28.0,Female,Bachelor's,Junior Software Developer,2.0,37000.0,25-34,2-4 yrs
45.0,Female,Phd,Data Scientist,19.0,193000.0,45-54,15-19 yrs
30.0,Female,High School,Junior Sales Associate,1.0,25000.0,25-34,0-1 yrs
45.0,Male,Master's,Marketing Manager,20.0,204000.0,45-54,20+ yrs
27.0,Female,Bachelor's,Software Developer,3.0,61000.0,25-34,2-4 yrs
